199781	210284	0.001655972	-1
199781	223652	0.011494253	1
199781	243427	0.003496503	1
199781	292382	0.028571429	1
199784	213850	0.200000000	1
199828	577933188	0.025641026	1
199831	216022	0.000618047	1
199850	205491	0.015873016	1
199850	496579	0.003355705	1
199850	453486	0.003773585	1
199851	511279	0.166666667	1
199851	444960	0.166666667	1
199855	237489	0.005154639	1
199855	205639	0.003973510	1
199855	243014	0.004219409	1
199855	416547	0.005050505	1
199855	357478	0.016949153	1
199855	396664	0.011627907	1
199855	250280	0.007194245	1
199855	221652	0.004000000	1
199855	451554	0.023255814	1
199855	543829	0.021739130	1
199855	536050	0.021739130	1
199855	298724	0.005747126	-1
199859	2595852164	0.016129032	1
199859	434487	0.064516129	1
199859	2240712580	0.008196721	1
199859	307076	0.005780347	1
199871	205639	0.003649635	1
199871	539968	0.035398230	1
199871	327080	0.005494505	1
199871	204642	0.004901961	1
199871	347808	0.007537688	1
199871	290861	0.005649718	1
199871	228268	0.002881844	1
199871	249990	0.004792332	1
199871	294216	0.004255319	1
199871	281287	0.010810811	1
199871	437448	0.001209190	1
199871	315400	0.001512859	1
199871	206843	0.008658009	1
199871	270572	0.006230530	1
199871	436908	0.008130081	1
199871	282327	0.020134228	1
199871	366934	0.014354067	1
199871	279109	0.001862197	1
199871	326082	0.007194245	1
199871	566935	0.014388489	1
199871	204441	0.001831502	1
199871	296589	0.006944444	1
199871	3264909188	0.009852217	1
199871	270304	0.004739336	1
199871	262868	0.006493506	1
199871	216899	0.004201681	1
199871	562458	0.003875969	1
199871	303971	0.006185567	1
199871	336153	0.006849315	1
200031	232924	0.003891051	1
200031	437448	0.001287001	1
200031	314716	0.002433090	1
200067	255170	0.002710027	1
200067	321708	0.001408451	1
200067	211554	0.004950495	1
200067	210284	0.000207426	1
200118	555716	0.005847953	1
200118	239439	0.020202020	1
200118	209674	0.008064516	1
200118	267213	0.010676157	1
200118	346777	0.003921569	-1
200118	667808	0.004889976	1
200118	306566	0.004366812	1
200118	263801	0.002487562	1
200118	249990	0.004672897	1
200118	575627	0.006060606	1
200118	331245	0.013888889	1
200118	330327	0.006666667	1
200118	233472	0.005128205	1
200118	212893	0.003178640	1
200118	292517	0.003508772	1
200118	558625	0.003663004	1
200118	351641	0.005154639	1
200118	558451	0.002906977	1
200118	224987	0.011299435	1
200118	385423	0.004587156	1
200118	415859	0.005494505	1
200118	256303	0.012779553	1
200118	7215353732	0.005076142	1
200118	4054093700	0.005025126	1
200118	288371	0.001761597	1
200118	232734	0.003816794	1
200118	227427	0.003412969	1
200118	210284	0.003248071	1
200118	326177	0.002570694	1
200118	438297	0.007246377	1
200118	461406	0.004347826	1
200118	319122	0.006289308	1
200118	346537	0.010101010	1
