199781	238184	0.000079246	1
199781	210284	0.000042279	-1
199781	205491	0.000069080	1
199781	368762	0.000063099	1
199781	241578	0.000056398	1
199831	20098289540	0.000048319	1
199831	304137	0.000087742	1
199831	216022	0.000036868	1
199831	281871	0.000078174	1
199831	241850	0.000441112	1
199831	209674	0.000053427	1
199850	1640730500	0.000417885	1
199850	320093	0.000246792	1
199851	322851	0.000485437	1
199851	247034	0.000178907	1
199851	328866	0.000884956	1
199851	233481	0.000160333	1
199851	573408	0.000156974	1
199851	380439	0.000236295	1
199851	350630	0.002257336	1
199851	380175	0.000080244	1
199851	541485	0.001526718	1
199851	242696	0.000148324	1
199851	380461	0.000041372	1
199851	3264581508	0.000480538	1
199855	205639	0.000063064	1
199855	355176	0.000039151	1
199855	580271	0.001047120	1
199855	514418	0.000208117	1
199855	532485	0.000491642	1
199855	374988	0.000108885	1
199855	581139	0.000282247	1
199855	302659	0.000148038	1
199855	296363	0.000312207	1
199855	221652	0.000151423	1
199855	536050	0.000328731	1
199855	277804	0.000091567	1
199855	692501	0.000194666	1
199855	354613	0.004273504	-1
199855	236323	0.000341763	1
199855	204441	0.000043894	1
199855	367582	0.000471032	1
199859	243291	0.000253614	-1
199859	311246	0.008756567	-1
199859	434487	0.000212947	1
199859	485024	0.000299850	-1
199859	263172	0.003154574	1
199859	540313	0.001856436	-1
199859	419112	0.012500000	-1
199859	275689	0.000271076	-1
199859	4274163588	0.011627907	1
199859	472024	0.068181818	-1
199859	588948	0.015873016	1
199859	2240712580	0.000838424	1
199859	441052	0.000506586	-1
199859	236269	0.000821187	-1
199859	307076	0.000303674	1
199859	239562	0.000224316	1
199859	228061	0.000534759	1
199871	205639	0.000188816	1
199871	233358	0.000466853	1
199871	204642	0.000398327	1
199871	305277	0.001923077	-1
199871	324681	0.001277139	1
199871	692821	0.000511771	1
199871	492885	0.000679810	1
199871	347808	0.001838235	1
199871	390078	0.000413907	1
199871	408214	0.000248571	1
199871	249990	0.000053984	1
199871	480385	0.000082891	1
199871	450704	0.001980198	1
199871	388180	0.002949853	-1
199871	431998	0.000165975	1
199871	414254	0.009174312	-1
199871	224281	0.000121743	1
199871	267043	0.000795545	1
199871	206843	0.000534569	1
199871	526497	0.000099374	1
199871	3004141444	0.009090909	-1
199871	3004075908	0.009174312	-1
199871	297788	0.001117318	-1
199871	508183	0.007220217	-1
199871	264989	0.000248942	1
199871	282327	0.001654716	1
199871	366934	0.000587774	1
199871	204441	0.000043766	1
199871	442980	0.000047886	1
199871	270304	0.002460025	1
199871	316708	0.000134590	1
199871	262868	0.000071731	1
199871	562458	0.000075586	1
199871	212370	0.000147798	1
199871	423487	0.000204207	1
199871	519782	0.000468384	1
199871	303971	0.000341355	1
199871	336153	0.000860832	1
199871	203521	0.000220264	1
200118	346777	0.000033643	-1
200118	667808	0.000108272	1
200118	1008766852	0.000181917	1
200118	480385	0.000082781	1
200118	233358	0.000463392	1
200118	212893	0.000048857	1
200118	250364	0.000140885	1
200118	204549	0.000057700	1
200118	4936863620	0.000199980	1
200118	201535	0.000237023	1
200118	493984	0.001135074	1
200118	256303	0.000098765	1
200118	288371	0.000041771	1
200118	210284	0.000035207	1
200118	326177	0.000098377	1
200118	244880	0.000233427	1
200118	461406	0.000488759	1
200118	588197	0.000235738	1
200118	204273	0.000550055	1
200118	369687	0.001050420	1
200118	3036450692	0.003144654	-1
200118	10411216772	0.001453488	1
200118	492685	0.000236883	1
200118	258765	0.000348675	1
200118	291397	0.002988048	1
200118	430788	0.001133787	1
200118	496620	0.000169033	1
200118	356104	0.000118906	1
200118	516855	0.000900090	1
200118	327039	0.003311258	-1
200118	236481	0.000498256	1
200118	3175190404	0.011111111	-1
