199781	210284	0.000191168	-1
199781	223652	0.002083333	1
199781	243427	0.001035197	1
199781	684774	0.001647446	-1
199828	256232	0.001319261	1
199828	214801	0.001218027	1
199828	577933188	0.002590674	1
199828	311133	0.000966184	1
199828	2450755460	0.001177856	1
199831	216022	0.000477327	1
199851	247034	0.004123711	1
199851	328866	0.000609756	1
199851	233481	0.000610501	1
199851	380439	0.004244997	1
199851	221916	0.000612745	1
199851	260203	0.001092299	1
199851	205491	0.000590667	1
199859	243291	0.008368201	-1
199859	311246	0.010141988	-1
199859	434487	0.002801120	1
199859	472024	0.016949153	-1
199859	307076	0.001338688	1
199871	205639	0.001057455	1
199871	409314	0.000470367	-1
199871	204642	0.000901713	1
199871	379252	0.000939850	-1
199871	305277	0.000458716	-1
199871	347808	0.002489627	1
199871	245031	0.000452899	1
199871	331245	0.000466418	1
199871	488664	0.000930233	1
199871	249990	0.000378358	1
199871	308017	0.000468165	1
199871	480385	0.000449236	1
199871	414362	0.000470810	1
199871	661272	0.000461681	1
199871	247820	0.000890869	1
199871	281287	0.000454339	1
199871	437448	0.000272480	1
199871	315400	0.001121915	1
199871	206843	0.000890472	1
199871	436908	0.000467727	1
199871	297788	0.000437063	-1
199871	282327	0.000431406	1
199871	366934	0.000449236	1
199871	279109	0.000391850	1
199871	326082	0.000464253	1
199871	204441	0.000781250	1
199871	296589	0.000926784	1
199871	3264909188	0.000450653	1
199871	442980	0.000460829	1
199871	216899	0.001332741	1
199871	548209	0.000936768	-1
199871	200875	0.000466200	1
199871	212370	0.000438404	1
199871	559427	0.000468823	1
199871	426430	0.000438404	1
199871	519782	0.001397950	1
199871	2973405060	0.000926355	-1
199871	307976	0.000462963	1
199871	336153	0.000462749	1
200031	484786	0.001652893	1
200031	380188	0.002197802	1
200031	314716	0.002475248	1
200031	261079	0.002610966	1
200067	200286	0.000917431	1
200067	240913	0.000633312	1
200067	261899	0.000635728	1
200067	241374	0.000791139	1
200067	298752	0.000814332	1
200067	210284	0.000170184	1
200118	555716	0.000081175	1
200118	267213	0.000160901	1
200118	346777	0.000148965	-1
200118	567928	0.000081466	1
200118	263801	0.000318801	1
200118	455577	0.000161983	1
200118	351523	0.000081473	-1
200118	213885	0.001278772	-1
200118	463218	0.000080743	1
200118	2413727620	0.000162285	1
200118	212893	0.000510241	1
200118	204549	0.000161329	1
200118	278795	0.000081433	1
200118	314716	0.000157803	1
200118	209543	0.000552748	1
200118	558451	0.000320282	1
200118	385423	0.000161747	1
200118	292702	0.000080959	1
200118	288371	0.000361037	1
200118	210284	0.000409764	1
200118	461406	0.000080788	1
200118	515374	0.000081327	1
200118	346537	0.000160694	1
200118	565433	0.000081307	1
200118	346282	0.000081136	1
200118	241109	0.000081466	1
200118	588197	0.000160707	1
200118	265981	0.000470699	1
200118	201495	0.000081149	1
200118	204273	0.000077863	1
200118	204441	0.000078678	1
